budget,movie_id,original_title,release_date,revenue,title,vote_average,vote_count,genre,return
18000000.0,9587,Little Women,1994-12-21,0.0,Little Women,7.0,222.0,Drama,0.0
17000000.0,19101,A Little Princess,1995-05-10,0.0,A Little Princess,7.4,207.0,Drama,0.0
0.0,49980,Ladybird Ladybird,1994-02-18,0.0,Ladybird Ladybird,7.4,14.0,Drama,0.0
10000000.0,17961,L'Enfer,1994-02-16,0.0,L'Enfer,6.6,22.0,Crime,0.0
2000000.0,18183,Como agua para chocolate,1992-04-16,21665468.0,Like Water for Chocolate,6.6,70.0,Drama,10.832734
30000000.0,4476,Legends of the Fall,1994-12-16,160638883.0,Legends of the Fall,7.2,636.0,Adventure,5.354629433333334
0.0,11008,Major Payne,1995-03-24,0.0,Major Payne,6.1,164.0,Adventure,0.0
0.0,47504,Little Odessa,1994-10-27,0.0,Little Odessa,6.4,31.0,Action,0.0
0.0,32325,Mi Vida Loca,1994-06-08,0.0,Mi Vida Loca,5.7,9.0,Crime,0.0
60000000.0,43742,Love Affair,1994-10-21,0.0,Love Affair,4.3,11.0,Drama,0.0
17000000.0,28313,Losing Isaiah,1995-03-17,7603766.0,Losing Isaiah,6.4,28.0,Drama,0.44728035294117646
0.0,11318,The Madness of King George,1994-12-28,0.0,The Madness of King George,6.7,67.0,Comedy,0.0
45000000.0,3036,Frankenstein,1994-11-04,112006296.0,Mary Shelley's Frankenstein,6.1,272.0,Drama,2.4890288
0.0,40490,Man of the House,1995-03-03,0.0,Man of the House,5.1,40.0,Action,0.0
15000000.0,24070,Mixed Nuts,1994-12-21,0.0,Mixed Nuts,5.2,37.0,Comedy,0.0
0.0,8986,Milk Money,1994-08-31,18137661.0,Milk Money,5.6,49.0,Comedy,0.0
0.0,10510,Miracle on 34th Street,1994-11-18,46264384.0,Miracle on 34th Street,6.4,199.0,Fantasy,0.0
6.0,17402,Miami Rhapsody,1995-01-27,5.0,Miami Rhapsody,5.6,7.0,Comedy,0.8333333333333334
5500000.0,38722,My Family,1995-05-03,0.0,My Family,7.0,11.0,Comedy,0.0
0.0,8438,Murder in the First,1995-01-20,17381942.0,Murder in the First,6.9,140.0,Crime,0.0
0.0,11593,Nobody's Fool,1994-12-23,0.0,Nobody's Fool,7.0,56.0,Drama,0.0
31000000.0,1945,Nell,1994-12-23,106683817.0,Nell,6.1,128.0,Drama,3.4414134516129034
0.0,39310,New Jersey Drive,1995-04-19,0.0,New Jersey Drive,6.9,7.0,Crime,0.0
0.0,109560,New York Cop,1993-08-14,0.0,New York Cop,0.0,0.0,Action,0.0
4800000.0,56428,Beyond Bedlam,1994-04-22,0.0,Beyond Bedlam,4.0,4.0,Horror,0.0
0.0,63105,Nemesis 2 - Nebula,1995-09-26,0.0,Nemesis 2 - Nebula,4.6,10.0,Science Fiction,0.0
0.0,131957,Nina Takes a Lover,1995-03-03,0.0,Nina Takes a Lover,7.4,4.0,Drama,0.0
34000000.0,241,Natural Born Killers,1994-08-25,50282766.0,Natural Born Killers,6.9,927.0,Crime,1.4789048823529412
0.0,9058,Only You,1994-09-17,0.0,Only You,6.4,92.0,Comedy,0.0
0.0,527,Once Were Warriors,1994-09-02,2201126.0,Once Were Warriors,7.6,106.0,Drama,0.0
0.0,18220,Poison Ivy II: Lily,1996-01-16,0.0,Poison Ivy II: Lily,4.6,32.0,Drama,0.0
50000000.0,6950,Outbreak,1995-03-10,189859560.0,Outbreak,6.4,522.0,Action,3.7971912
16000000.0,101,Léon,1994-09-14,45284974.0,Leon: The Professional,8.2,4293.0,Thriller,2.830310875
11000000.0,63020,The Perez Family,1995-05-12,2832826.0,The Perez Family,6.6,9.0,Comedy,0.25752963636363635
0.0,2307,A Pyromaniac's Love Story,1995-04-28,0.0,A Pyromaniac's Love Story,7.0,2.0,Comedy,0.0
8000000.0,680,Pulp Fiction,1994-09-10,213928762.0,Pulp Fiction,8.3,8670.0,Thriller,26.74109525
0.0,41478,Panther,1995-11-10,6834525.0,Panther,6.4,6.0,Drama,0.0
400000.0,25296,Pushing Hands,1992-02-01,152322.0,Pushing Hands,6.1,9.0,Comedy,0.380805
0.0,40156,Priest,1994-01-01,4176932.0,Priest,6.4,32.0,Drama,0.0
0.0,11450,Quiz Show,1994-09-16,0.0,Quiz Show,7.1,262.0,History,0.0
0.0,30304,Picture Bride,1995-05-05,0.0,Picture Bride,7.4,5.0,Drama,0.0
0.0,10452,La Reine Margot,1994-05-13,0.0,Queen Margot,7.0,67.0,Drama,0.0
32000000.0,12106,The Quick and the Dead,1995-02-09,18552460.0,The Quick and the Dead,6.2,431.0,Action,0.579764375
22000000.0,161495,Roommates,1995-03-01,12400000.0,Roommates,6.4,7.0,Drama,0.5636363636363636
15000000.0,3586,Prêt-à-Porter,1994-12-23,11300653.0,Prêt-à-Porter,5.3,33.0,Drama,0.7533768666666667
0.0,110,Trois couleurs : Rouge,1994-05-27,0.0,Three Colors: Red,7.8,246.0,Drama,0.0
0.0,108,Trois couleurs : Bleu,1993-01-10,0.0,Three Colors: Blue,7.7,311.0,Drama,0.0
0.0,109,Trois couleurs : Blanc,1994-01-26,0.0,Three Colors: White,7.3,218.0,Comedy,0.0
0.0,159185,Pao Da Shuang Deng,1994-10-14,0.0,"Red Firecracker, Green Firecracker",7.0,2.0,Drama,0.0
0.0,36357,Rent-a-Kid,1995-01-01,0.0,Rent-a-Kid,5.1,15.0,Comedy,0.0
0.0,92769,Relative Fear,1995-10-03,0.0,Relative Fear,4.7,3.0,Horror,0.0
0.0,28033,Stuart Saves His Family,1995-04-12,0.0,Stuart Saves His Family,5.0,6.0,Comedy,0.0
35000000.0,22586,The Swan Princess,1994-11-18,9771658.0,The Swan Princess,6.5,251.0,Animation,0.27919022857142856
0.0,14334,The Secret of Roan Inish,1994-01-01,0.0,The Secret of Roan Inish,6.1,15.0,Drama,0.0
45000000.0,2636,The Specialist,1994-10-07,170362582.0,The Specialist,5.5,317.0,Action,3.7858351555555556
55000000.0,2164,Stargate,1994-10-27,196567262.0,Stargate,6.8,942.0,Action,3.5739502181818184
22000000.0,11395,The Santa Clause,1994-11-10,189833357.0,The Santa Clause,6.3,501.0,Fantasy,8.628788954545454
25000000.0,278,The Shawshank Redemption,1994-09-23,28341469.0,The Shawshank Redemption,8.5,8358.0,Drama,1.13365876
0.0,9905,Shallow Grave,1994-12-22,0.0,Shallow Grave,7.0,247.0,Crime,0.0
0.0,87078,Suture,1993-09-14,102780.0,Suture,6.0,7.0,Drama,0.0
0.0,12527,Fresa y chocolate,1993-01-01,0.0,Strawberry and Chocolate,7.1,16.0,Comedy,0.0
0.0,20306,Swimming with Sharks,1994-09-10,0.0,Swimming with Sharks,6.7,104.0,Crime,0.0
32.0,36614,The Sum of Us,1994-07-12,0.0,The Sum of Us,6.0,21.0,Comedy,0.0
0.0,27993,Senior Trip,1995-09-08,0.0,Senior Trip,5.7,23.0,Comedy,0.0
0.0,31439,活着,1994-06-30,0.0,To Live,7.7,62.0,Drama,0.0
25000000.0,9067,Tank Girl,1995-03-31,4064495.0,Tank Girl,5.5,140.0,Action,0.1625798
0.0,9059,Tales from the Crypt: Demon Knight,1995-01-13,0.0,Tales from the Crypt: Demon Knight,6.7,96.0,Horror,0.0
38000000.0,193,Star Trek: Generations,1994-11-17,120000000.0,Star Trek: Generations,6.4,461.0,Science Fiction,3.1578947368421053
6000000.0,25066,Tales from the Hood,1995-05-24,12000000.0,Tales from the Hood,5.4,33.0,Crime,2.0
0.0,46797,Tom & Viv,1994-04-15,0.0,Tom & Viv,5.8,8.0,Drama,0.0
0.0,12122,Village of the Damned,1995-04-28,0.0,Village of the Damned,5.6,165.0,Thriller,0.0
0.0,11381,Tommy Boy,1995-03-31,32648673.0,Tommy Boy,6.8,321.0,Comedy,0.0
0.0,32636,Vanya on 42nd Street,1994-09-13,0.0,Vanya on 42nd Street,6.1,15.0,Drama,0.0
6500000.0,36141,The Underneath,1995-04-28,0.0,The Underneath,5.6,15.0,Thriller,0.0
0.0,95963,The Walking Dead,1995-02-24,0.0,The Walking Dead,6.6,4.0,Drama,0.0
11000000.0,1587,What's Eating Gilbert Grape,1993-12-17,10032765.0,What's Eating Gilbert Grape,7.5,943.0,Romance,0.9120695454545454
30000000.0,9271,Virtuosity,1995-08-04,24048000.0,Virtuosity,5.4,163.0,Action,0.8016
17000000.0,2064,While You Were Sleeping,1995-04-21,182057016.0,While You Were Sleeping,6.5,340.0,Comedy,10.709236235294117
0.0,19855,The War,1994-11-04,0.0,The War,6.3,39.0,Drama,0.0
0.0,60855,Double Happiness,1994-09-07,759393.0,Double Happiness,5.5,2.0,Comedy,0.0
3000000.0,236,Muriel's Wedding,1994-09-29,15119639.0,Muriel's Wedding,6.9,104.0,Drama,5.039879666666667
0.0,48287,The Baby-Sitters Club,1995-08-18,0.0,The Baby-Sitters Club,5.3,23.0,Comedy,0.0
15000000.0,3049,Ace Ventura: Pet Detective,1994-02-04,107217396.0,Ace Ventura: Pet Detective,6.4,1684.0,Comedy,7.1478264
0.0,2759,"The Adventures of Priscilla, Queen of the Desert",1994-05-31,11220670.0,"The Adventures of Priscilla, Queen of the Desert",7.2,174.0,Drama,0.0
0.0,12635,Backbeat,1994-04-01,0.0,Backbeat,6.2,37.0,Drama,0.0
5000000.0,10497,Bitter Moon,1992-09-02,1862805.0,Bitter Moon,7.0,115.0,Thriller,0.372561
0.0,11382,Bullets Over Broadway,1994-10-14,0.0,Bullets Over Broadway,7.0,130.0,Action,0.0
62000000.0,9331,Clear and Present Danger,1994-08-03,215887717.0,Clear and Present Danger,6.4,390.0,Action,3.482059951612903
45000000.0,10731,The Client,1994-07-20,117615211.0,The Client,6.4,287.0,Drama,2.6136713555555557
0.0,10464,"Corrina, Corrina",1994-08-12,0.0,"Corrina, Corrina",6.4,83.0,Comedy,0.0
0.0,34152,Crooklyn,1994-05-13,0.0,Crooklyn,6.7,31.0,Comedy,0.0
15000000.0,9495,The Crow,1994-05-11,94000000.0,The Crow,7.3,980.0,Fantasy,6.266666666666667
0.0,29973,Cobb,1994-12-02,1007583.0,Cobb,6.1,29.0,Drama,0.0
46000000.0,888,The Flintstones,1994-05-26,341631208.0,The Flintstones,5.0,559.0,Fantasy,7.426765391304348
55000000.0,13,Forrest Gump,1994-07-06,677945399.0,Forrest Gump,8.2,8147.0,Comedy,12.326279981818182
6000000.0,712,Four Weddings and a Funeral,1994-03-09,254700832.0,Four Weddings and a Funeral,6.6,654.0,Comedy,42.45013866666667
0.0,16295,Higher Learning,1995-01-11,38290723.0,Higher Learning,6.4,49.0,Romance,0.0
0.0,48992,I Like It Like That,1994-10-14,1777020.0,I Like It Like That,6.3,4.0,Comedy,0.0
45000000.0,10879,I Love Trouble,1994-06-29,61947267.0,I Love Trouble,5.3,41.0,Action,1.3766059333333334
0.0,10660,It Could Happen to You,1994-07-29,0.0,It Could Happen to You,6.1,154.0,Comedy,0.0
0.0,10714,The Jungle Book,1994-12-23,0.0,The Jungle Book,5.9,107.0,Adventure,0.0
0.0,41647,Die Macht der Bilder: Leni Riefenstahl,1993-09-11,449707.0,"The Wonderful, Horrible Life of Leni Riefenstahl",7.3,5.0,Documentary,0.0
45000000.0,8587,The Lion King,1994-06-23,788241776.0,The Lion King,8.0,5520.0,Family,17.516483911111113
35000000.0,1689,Little Buddha,1993-12-01,4858139.0,Little Buddha,6.0,76.0,Drama,0.13880397142857143
14000000.0,11596,New Nightmare,1994-10-13,18090181.0,New Nightmare,6.4,297.0,Horror,1.2921557857142858
23000000.0,854,The Mask,1994-07-29,351583407.0,The Mask,6.6,2550.0,Romance,15.286235086956522
0.0,9359,Maverick,1994-05-20,0.0,Maverick,6.6,490.0,Action,0.0
0.0,23333,Mrs. Parker and the Vicious Circle,1994-09-07,0.0,Mrs. Parker and the Vicious Circle,6.3,20.0,Drama,0.0
30000000.0,36593,The Naked Gun 33⅓: The Final Insult,1994-03-18,51132598.0,The Naked Gun 33⅓: The Final Insult,6.4,535.0,Comedy,1.7044199333333334
6000000.0,12280,The Paper,1994-03-18,0.0,The Paper,6.1,40.0,Comedy,0.0
11500000.0,2788,Reality Bites,1994-02-18,20079850.0,Reality Bites,6.5,180.0,Drama,1.7460739130434784
8000000.0,10427,Red Rock West,1993-07-08,2000000.0,Red Rock West,6.4,71.0,Crime,0.25
40000000.0,11011,Ri¢hie Ri¢h,1994-12-19,0.0,Ri¢hie Ri¢h,5.4,426.0,Comedy,0.0
0.0,49803,Safe Passage,1994-12-01,0.0,Safe Passage,4.9,7.0,Drama,0.0
45000000.0,8987,The River Wild,1994-09-30,0.0,The River Wild,6.1,214.0,Action,0.0
30000000.0,1637,Speed,1994-06-09,350448145.0,Speed,6.8,1814.0,Action,11.681604833333333
0.0,15128,Speechless,1994-12-16,0.0,Speechless,5.5,24.0,Comedy,0.0
27000000.0,8831,Timecop,1994-09-15,101646581.0,Timecop,5.5,288.0,Thriller,3.764688185185185
115000000.0,36955,True Lies,1994-07-14,378882411.0,True Lies,6.8,1138.0,Action,3.2946296608695653
0.0,10449,When a Man Loves a Woman,1994-04-29,50021959.0,When a Man Loves a Woman,6.0,71.0,Drama,0.0
0.0,10395,Wolf,1994-06-17,0.0,Wolf,6.0,221.0,Fantasy,0.0
63000000.0,12160,Wyatt Earp,1994-06-24,25052000.0,Wyatt Earp,6.5,203.0,Drama,0.39765079365079364
0.0,40480,Bad Company,1995-01-20,0.0,Bad Company,4.9,12.0,Action,0.0
0.0,52038,A Man of No Importance,1994-12-22,953.0,A Man of No Importance,6.5,2.0,Comedy,0.0
0.0,29444,S.F.W.,1994-09-15,0.0,S.F.W.,6.1,22.0,Comedy,0.0
10000000.0,26352,A Low Down Dirty Shame,1994-11-23,29392418.0,A Low Down Dirty Shame,6.0,31.0,Action,2.9392418
0.0,39953,"Boys Life: Three Stories of Love, Lust, and Liberation",1994-09-30,0.0,"Boys Life: Three Stories of Love, Lust, and Liberation",2.0,1.0,Drama,0.0
0.0,41580,Le colonel Chabert,1994-01-01,0.0,Colonel Chabert,5.9,9.0,Drama,0.0
45000.0,315,"Faster, Pussycat! Kill! Kill!",1965-08-06,0.0,"Faster, Pussycat! Kill! Kill!",6.5,59.0,Action,0.0
7000000.0,22067,Jason's Lyric,1994-09-28,20851521.0,Jason's Lyric,5.9,9.0,Crime,2.9787887142857143
0.0,18242,The Secret Adventures of Tom Thumb,1993-12-10,0.0,The Secret Adventures of Tom Thumb,7.1,8.0,Animation,0.0
35000000.0,11667,Street Fighter,1994-12-22,99423521.0,Street Fighter,4.1,330.0,Action,2.8406720285714284
0.0,32502,Coldblooded,1995-09-15,0.0,Coldblooded,6.7,13.0,Action,0.0
0.0,267188,Desert Winds,1997-12-31,0.0,Desert Winds,0.0,0.0,Not available,0.0
0.0,28732,Fall Time,1995-05-13,0.0,Fall Time,6.3,6.0,Action,0.0
0.0,75555,The Fear,1995-01-20,0.0,The Fear,3.4,7.0,Horror,0.0
0.0,42981,Frank and Ollie,1995-10-20,0.0,Frank and Ollie,7.5,4.0,Documentary,0.0
0.0,278939,Girl in the Cadillac,1995-10-24,0.0,Girl in the Cadillac,10.0,1.0,Romance,0.0
0.0,291731,Homage,1995-05-03,0.0,Homage,0.0,0.0,Thriller,0.0
0.0,226229,Mirage,1995-11-21,0.0,Mirage,4.0,1.0,Action,0.0
0.0,203119,Open Season,1996-05-03,0.0,Open Season,0.0,0.0,Comedy,0.0
0.0,172923,Dos Crímenes,1995-05-26,0.0,Dos Crímenes,5.0,1.0,Not available,0.0
0.0,316098,Brother Minister: The Assassination of Malcolm X,1995-03-01,0.0,Brother Minister: The Assassination of Malcolm X,4.0,1.0,Documentary,0.0
26000000.0,8011,Highlander III: The Sorcerer,1994-11-29,36800000.0,Highlander: The Final Dimension,4.5,110.0,Action,1.4153846153846155
0.0,171857,Federal Hill,1995-02-24,0.0,Federal Hill,5.0,2.0,Not available,0.0
8000000.0,2654,In the Mouth of Madness,1994-12-12,8946600.0,In the Mouth of Madness,7.1,307.0,Horror,1.118325
0.0,18069,8 Seconds,1994-02-25,0.0,8 Seconds,7.2,22.0,Drama,0.0
0.0,19092,Above the Rim,1994-03-23,0.0,Above the Rim,6.7,40.0,Crime,0.0
0.0,2758,Addams Family Values,1993-11-19,48919043.0,Addams Family Values,6.5,537.0,Comedy,0.0
0.0,38129,Martin Lawrence: You So Crazy,1994-04-27,0.0,Martin Lawrence: You So Crazy,4.5,4.0,Comedy,0.0
34000000.0,10436,The Age of Innocence,1993-09-17,32255440.0,The Age of Innocence,7.0,172.0,Drama,0.9486894117647059
0.0,13595,Airheads,1994-08-05,0.0,Airheads,5.8,222.0,Comedy,0.0
17080000.0,46094,The Air Up There,1994-01-07,21011500.0,The Air Up There,5.1,42.0,Comedy,1.2301814988290398
0.0,9409,Another Stakeout,1993-07-22,0.0,Another Stakeout,4.9,58.0,Action,0.0
0.0,11853,Bad Girls,1994-04-22,15240435.0,Bad Girls,4.6,61.0,Action,0.0
3200000.0,16771,Barcelona,1994-07-29,0.0,Barcelona,6.6,20.0,Comedy,0.0
40000000.0,46924,Being Human,1994-05-06,0.0,Being Human,5.0,15.0,Drama,0.0
0.0,11041,The Beverly Hillbillies,1993-10-15,0.0,The Beverly Hillbillies,5.0,86.0,Comedy,0.0
50000000.0,306,Beverly Hills Cop III,1994-05-24,119208989.0,Beverly Hills Cop III,5.5,445.0,Action,2.38417978
0.0,14522,Black Beauty,1994-07-29,0.0,Black Beauty,6.6,68.0,Action,0.0
0.0,26203,Blink,1994-01-26,16668552.0,Blink,6.3,45.0,Mystery,0.0
0.0,178,Blown Away,1994-07-01,30156002.0,Blown Away,6.0,126.0,Drama,0.0
0.0,19819,Blue Chips,1994-02-18,0.0,Blue Chips,5.7,41.0,Drama,0.0
0.0,57834,Blue Sky,1994-09-16,0.0,Blue Sky,6.1,28.0,Drama,0.0
13000000.0,4722,Body Snatchers,1993-06-09,428868.0,Body Snatchers,5.8,102.0,Horror,0.032989846153846154
0.0,18215,Boxing Helena,1993-06-18,1796389.0,Boxing Helena,4.5,59.0,Drama,0.0
22000000.0,1607,A Bronx Tale,1993-09-14,17287898.0,A Bronx Tale,7.4,447.0,Drama,0.7858135454545454
0.0,26391,Cabin Boy,1994-01-07,3662459.0,Cabin Boy,4.9,28.0,Comedy,0.0
13000000.0,117553,Calendar Girl,1993-09-03,2570145.0,Calendar Girl,3.7,10.0,Drama,0.19770346153846155
30000000.0,6075,Carlito's Way,1993-11-10,36516012.0,Carlito's Way,7.7,805.0,Action,1.2172004
0.0,11310,City Slickers II: The Legend of Curly's Gold,1994-06-10,0.0,City Slickers II: The Legend of Curly's Gold,4.9,103.0,Action,0.0
0.0,18658,Clean Slate,1994-05-06,7355425.0,Clean Slate,5.7,25.0,Comedy,0.0
70000000.0,9350,Cliffhanger,1993-05-28,255000211.0,Cliffhanger,6.1,600.0,Action,3.642860157142857
0.0,9612,Coneheads,1993-07-23,0.0,Coneheads,4.8,228.0,Comedy,0.0
40000000.0,2124,Color of Night,1994-08-19,19726050.0,Color of Night,5.4,117.0,Drama,0.49315125
0.0,26261,Cops & Robbersons,1994-04-15,0.0,Cops & Robbersons,5.0,36.0,Action,0.0
0.0,19176,The Cowboy Way,1994-06-03,0.0,The Cowboy Way,5.1,38.0,Western,0.0
0.0,49299,Dangerous Game,1993-11-19,0.0,Dangerous Game,5.4,9.0,Drama,0.0
0.0,11566,Dave,1993-05-07,63000000.0,Dave,6.3,205.0,Comedy,0.0
6900000.0,9571,Dazed and Confused,1993-09-24,7993039.0,Dazed and Confused,7.4,588.0,Comedy,1.1584114492753623
57000000.0,9739,Demolition Man,1993-10-08,159055768.0,Demolition Man,6.4,1018.0,Crime,2.7904520701754385
0.0,24257,The Endless Summer 2,1994-06-03,0.0,The Endless Summer 2,7.1,12.0,Documentary,0.0
8000000.0,34444,Even Cowgirls Get the Blues,1994-05-13,0.0,Even Cowgirls Get the Blues,4.2,29.0,Western,0.0
0.0,26141,Fatal Instinct,1993-10-29,0.0,Fatal Instinct,5.4,37.0,Comedy,0.0
0.0,10997,霸王别姬,1993-09-16,0.0,Farewell My Concubine,7.8,98.0,Drama,0.0
0.0,50463,The Favor,1994-04-29,0.0,The Favor,3.3,6.0,Drama,0.0
0.0,10443,Fearless,1993-10-15,0.0,Fearless,6.8,80.0,Drama,0.0
0.0,20239,Fear of a Black Hat,1994-10-28,0.0,Fear of a Black Hat,5.8,11.0,Comedy,0.0
0.0,16297,With Honors,1994-04-29,0.0,With Honors,6.1,54.0,Comedy,0.0
0.0,18551,Flesh and Bone,1993-11-05,9488998.0,Flesh and Bone,6.2,22.0,Drama,0.0
0.0,25440,Widows' Peak,1994-05-13,0.0,Widows' Peak,4.3,3.0,Comedy,0.0
30000000.0,9024,For Love or Money,1993-10-01,11146270.0,For Love or Money,5.7,77.0,Comedy,0.3715423333333333
42000000.0,37233,The Firm,1993-06-30,270248367.0,The Firm,6.6,513.0,Drama,6.434484928571429
20000000.0,1634,Free Willy,1993-07-16,153698625.0,Free Willy,6.0,429.0,Family,7.68493125
0.0,13815,Fresh,1994-08-24,0.0,Fresh,7.6,56.0,Crime,0.0
44000000.0,5503,The Fugitive,1993-08-06,368875760.0,The Fugitive,7.2,1240.0,Adventure,8.38354
35000000.0,35588,Geronimo: An American Legend,1993-12-10,18635620.0,Geronimo: An American Legend,5.9,44.0,History,0.5324462857142858
0.0,2087,The Getaway,1994-02-11,30.0,The Getaway,5.4,81.0,Drama,0.0
30000000.0,41579,Getting Even with Dad,1994-06-17,0.0,Getting Even with Dad,4.5,43.0,Family,0.0
0.0,18620,Go Fish,1994-06-10,0.0,Go Fish,3.9,5.0,Drama,0.0
0.0,41006,A Good Man in Africa,1994-07-14,0.0,A Good Man in Africa,5.2,11.0,Comedy,0.0
0.0,4916,Guilty as Sin,1993-06-04,22886222.0,Guilty as Sin,5.6,21.0,Drama,0.0
18000000.0,2019,Hard Target,1993-08-20,74189677.0,Hard Target,6.1,237.0,Action,4.121648722222222
33000000.0,31642,Heaven & Earth,1993-12-24,0.0,Heaven & Earth,6.4,51.0,History,0.0
25000000.0,9255,Hot Shots! Part Deux,1993-05-21,133752825.0,Hot Shots! Part Deux,6.2,463.0,Action,5.350113
0.0,26271,Live Nude Girls,1995-12-08,0.0,Live Nude Girls,4.7,12.0,Comedy,0.0
0.0,10612,The Englishman Who Went Up a Hill But Came Down a Mountain,1995-05-12,0.0,The Englishman Who Went Up a Hill But Came Down a Mountain,6.1,83.0,Drama,0.0
25000000.0,2259,The House of the Spirits,1993-10-19,0.0,The House of the Spirits,6.7,135.0,Romance,0.0
0.0,16097,House Party 3,1994-01-01,0.0,House Party 3,4.6,11.0,Comedy,0.0
30000000.0,11934,The Hudsucker Proxy,1994-03-11,0.0,The Hudsucker Proxy,7.1,280.0,Comedy,0.0
40000000.0,106143,I'll Do Anything,1994-02-04,0.0,I'll Do Anything,5.7,18.0,Comedy,0.0
0.0,12475,In the Army Now,1994-08-12,28881266.0,In the Army Now,4.7,54.0,Comedy,0.0
40000000.0,9386,In the Line of Fire,1993-07-08,176997168.0,In the Line of Fire,6.8,392.0,Action,4.4249292
13000000.0,7984,In the Name of the Father,1993-12-12,65796862.0,In the Name of the Father,7.6,363.0,Drama,5.0612970769230765
0.0,59930,The Inkwell,1994-04-22,8880705.0,The Inkwell,3.9,5.0,Comedy,0.0
0.0,15765,What's Love Got to Do with It,1993-06-09,0.0,What's Love Got to Do with It,6.9,75.0,Drama,0.0
30000000.0,31643,Jimmy Hollywood,1994-03-30,0.0,Jimmy Hollywood,4.6,17.0,Comedy,0.0
0.0,6,Judgment Night,1993-10-15,12136938.0,Judgment Night,6.4,79.0,Action,0.0
63000000.0,329,Jurassic Park,1993-06-11,920100000.0,Jurassic Park,7.6,4956.0,Adventure,14.604761904761904
9000000.0,10909,Kalifornia,1993-09-01,2395231.0,Kalifornia,6.5,209.0,Thriller,0.2661367777777778
1500000.0,507,Killing Zoe,1993-10-01,418961.0,Killing Zoe,6.1,111.0,Action,0.27930733333333335
0.0,34024,King of the Hill,1993-08-20,0.0,King of the Hill,6.4,33.0,Drama,0.0
0.0,29918,Lassie,1994-07-22,0.0,Lassie,6.1,54.0,Action,0.0
85000000.0,9593,Last Action Hero,1993-06-18,137298489.0,Last Action Hero,6.1,725.0,Adventure,1.6152763411764706
0.0,42580,Life With Mikey,1993-06-04,0.0,Life With Mikey,5.1,24.0,Comedy,0.0
0.0,22317,Lightning Jack,1994-03-11,0.0,Lightning Jack,5.7,40.0,Action,0.0
0.0,1413,M. Butterfly,1993-09-09,1499795.0,M. Butterfly,6.6,35.0,Drama,0.0
22000000.0,12121,Made in America,1993-05-27,0.0,Made in America,5.3,86.0,Comedy,0.0
0.0,2246,Malice,1993-09-29,46405336.0,Malice,5.9,105.0,Drama,0.0
0.0,10502,The Man without a Face,1993-08-25,24760338.0,The Man without a Face,6.2,125.0,Drama,0.0
13500000.0,10440,Manhattan Murder Mystery,1993-08-18,11285588.0,Manhattan Murder Mystery,7.1,169.0,Comedy,0.8359694814814815
3500000.0,9516,Menace II Society,1993-05-26,27900000.0,Menace II Society,7.2,179.0,Drama,7.9714285714285715
55000000.0,2320,Executive Decision,1996-03-15,121969216.0,Executive Decision,5.8,261.0,Action,2.217622109090909
0.0,5879,愛のコリーダ,1976-05-15,0.0,In the Realm of the Senses,6.5,112.0,Drama,0.0
0.0,83718,What Happened Was...,1994-09-09,0.0,What Happened Was...,7.0,7.0,Thriller,0.0
8000000.0,11971,Much Ado About Nothing,1993-05-07,0.0,Much Ado About Nothing,7.2,194.0,Drama,0.0
0.0,2625,Mr. Jones,1993-10-08,0.0,Mr. Jones,5.9,35.0,Drama,0.0
0.0,31911,Mr. Wonderful,1993-10-15,0.0,Mr. Wonderful,5.5,11.0,Comedy,0.0
25000000.0,788,Mrs. Doubtfire,1993-11-24,441286195.0,Mrs. Doubtfire,7.0,1638.0,Comedy,17.6514478
0.0,21450,Naked,1993-09-14,0.0,Naked,7.5,105.0,Comedy,0.0
12000000.0,11231,The Next Karate Kid,1994-07-18,15826984.0,The Next Karate Kid,4.8,202.0,Adventure,1.3189153333333334
0.0,41588,The New Age,1994-09-16,0.0,The New Age,4.8,5.0,Comedy,0.0
20000000.0,10447,No Escape,1994-04-29,15340000.0,No Escape,6.1,86.0,Action,0.767
40000000.0,31586,North,1994-07-22,0.0,North,4.8,67.0,Comedy,0.0
4000000.0,9300,Orlando,1992-09-01,0.0,Orlando,6.7,53.0,Romance,0.0
30000000.0,9559,A Perfect World,1993-11-24,135130999.0,A Perfect World,7.2,376.0,Crime,4.504366633333333
26000000.0,9800,Philadelphia,1993-12-22,206678440.0,Philadelphia,7.6,1019.0,Drama,7.949170769230769
7000000.0,713,The Piano,1993-05-19,116700000.0,The Piano,7.1,290.0,Drama,16.67142857142857
14000000.0,8291,Poetic Justice,1993-07-23,27515786.0,Poetic Justice,6.9,47.0,Drama,1.9654132857142856
0.0,18133,The Program,1993-09-24,23042200.0,The Program,6.0,28.0,Drama,0.0
0.0,25557,The Puppet Masters,1994-10-21,8638072.0,The Puppet Masters,5.6,41.0,Horror,0.0
